artistName,trackName,month,minutes
Taylor Swift,the 1,2020-10-01,3.5
Taylor Swift,cardigan,2020-10-01,3.99
Taylor Swift,the last great american dynasty,2020-10-01,3.83
Taylor Swift,exile (feat. Bon Iver),2020-10-01,4.76
Taylor Swift,my tears ricochet,2020-10-01,4.26
Taylor Swift,mirrorball,2020-10-01,1.28
Taylor Swift,mirrorball,2020-10-01,2.2
Taylor Swift,seven,2020-10-01,3.48
Taylor Swift,august,2020-10-01,4.36
Taylor Swift,this is me trying,2020-10-01,3.25
Taylor Swift,illicit affairs,2020-10-01,3.16
Taylor Swift,invisible string,2020-10-01,4.21
Taylor Swift,mad woman,2020-10-01,2.37
I Hate Kate,It's Always Better,2020-10-01,3.62
Chris Farren,Human Being,2020-10-01,3.24
Miel,Must Be Fine,2020-10-01,2.5
Nick Lutsko,Spineless,2020-10-01,3.77
The Happy Fits,Hold Me Down,2020-10-01,3.73
Madison Cunningham,All At Once,2020-10-01,4.38
The Weepies,Antarctica,2020-10-01,3.21
Math The Band,Didn't Have Time to Think,2020-10-01,5.15
Matt Skiba,Good Fucking Bye,2020-10-01,2.53
Jukebox The Ghost,Getting Older,2020-10-01,3.91
Ben Folds Five,Best Imitation Of Myself,2020-10-01,2.64
Dan & Drum,Lil Bops,2020-10-01,3.15
Alonestar,Raise Em Up - Dance Remix,2020-10-01,0.07
Reggie And The Full Effect,37,2020-10-01,0
Of Monsters and Men,Visitor,2020-10-01,3.45
Tuvaband,I Entered The Void - Quiet,2020-10-01,3.99
Carbozo,Carbozo 2.0 - Extrait du projet Carbozo Vol. 1,2020-10-01,0.48
Tuvaband,Unknown,2020-10-01,4.17
Tuvaband,Trees,2020-10-01,3.57
Tuvaband,Everything We Do Is Wrong,2020-10-01,4.13
Tuvaband,Horses,2020-10-01,3.28
Tuvaband,(It's Not About) Running,2020-10-01,4.1
Tuvaband,He Said Me Too - Quiet,2020-10-01,2.98
Fear of Men,Sane,2020-10-01,4.7
RY X,Deliverance,2020-10-01,3.83
Joshua Burnside,And You Evade Him/Born in the Blood,2020-10-01,4.95
Daughter,Smother,2020-10-01,4
Samantha Crain,Joey,2020-10-01,4.66
Agnes Obel,Riverside,2020-10-01,3.83
In The Valley Below,Hymnal,2020-10-01,4.45
Marika Hackman,Deep Green,2020-10-01,3.59
CLOVES,Don't Forget About Me,2020-10-01,4.48
Broods,Sleep Baby Sleep,2020-10-01,3
London Grammar,Hey Now,2020-10-01,3.45
Adna,Beautiful Hell,2020-10-01,2.94
Hozier,Arsonist's Lullabye,2020-10-01,4.44
SOAK,B a noBody,2020-10-01,4.8
Monica Heldal,Swan,2020-10-01,5.47
Wickerbird,The Fold,2020-10-01,3.61
Jill Andrews,Lost It All,2020-10-01,3.73
Apparat,Goodbye (with Soap & Skin),2020-10-01,4.49
BANKS,Waiting Game,2020-10-01,3.46
Tusks,Toronto,2020-10-01,3.32
London Grammar,Wasting My Young Years,2020-10-01,2.1
London Grammar,Wasting My Young Years,2020-10-01,1.3
The National,The System Only Dreams in Total Darkness,2020-10-01,3.95
The Deep Dark Woods,Drifting on a Summer's Night,2020-10-01,2.91
Ben Howard,In Dreams,2020-10-01,3.55
Dermot Kennedy,Glory,2020-10-01,3.7
Twin Caverns,Swell,2020-10-01,4.06
Puzzle Muteson,By Night,2020-10-01,3.64
Father John Misty,O I Long to Feel Your Arms Around Me,2020-10-01,2.38
Tash Sultana,Notion,2020-10-01,5.68
Liz Longley,Rescue My Heart,2020-10-01,3.43
Vera Sola,The Cage,2020-10-01,1.96
Brooke Annibale,Hold On,2020-10-01,3.83
Mt. Wolf,Bohemia,2020-10-01,5.26
Emily Jane White,Hands,2020-10-01,3.37
Emily Jane White,Washed Away,2020-10-01,3.94
Aoife O'Donovan,The King of All Birds,2020-10-01,3.94
Julien Baker,Appointments,2020-10-01,4.56
Ailbhe Reddy,Distrust,2020-10-01,3.55
Vera Sola,"Loving, Loving",2020-10-01,3.33
RY X,Berlin,2020-10-01,2.83
RY X,Berlin,2020-10-01,2.9
RY X,Oceans,2020-10-01,4.66
Fear of Men,Sane,2020-10-01,4.7
RY X,Deliverance,2020-10-01,2.9
Joshua Burnside,And You Evade Him/Born in the Blood,2020-10-01,2.55
Daughter,Smother,2020-10-01,4.01
Samantha Crain,Joey,2020-10-01,4.68
Agnes Obel,Riverside,2020-10-01,2.43
RY X,Only,2020-10-01,2.11
Fear of Men,Sane,2020-10-01,4.7
RY X,Deliverance,2020-10-01,3.84
Joshua Burnside,And You Evade Him/Born in the Blood,2020-10-01,4.95
Daughter,Smother,2020-10-01,4.01
Samantha Crain,Joey,2020-10-01,4.68
Agnes Obel,Riverside,2020-10-01,3.84
In The Valley Below,Hymnal,2020-10-01,4.45
Marika Hackman,Deep Green,2020-10-01,3.6
CLOVES,Don't Forget About Me,2020-10-01,4.48
Broods,Sleep Baby Sleep,2020-10-01,3
London Grammar,Hey Now,2020-10-01,3.45
Adna,Beautiful Hell,2020-10-01,2.94
Hozier,Arsonist's Lullabye,2020-10-01,4.44
SOAK,B a noBody,2020-10-01,1.8
Monica Heldal,Swan,2020-10-01,1.76
Wickerbird,The Fold,2020-10-01,3.61
Jill Andrews,Lost It All,2020-10-01,3.73
Apparat,Goodbye (with Soap & Skin),2020-10-01,4.49
BANKS,Waiting Game,2020-10-01,3.46
Tusks,Toronto,2020-10-01,2.37
Tusks,Toronto,2020-10-01,0.96
London Grammar,Wasting My Young Years,2020-10-01,3.4
The National,The System Only Dreams in Total Darkness,2020-10-01,0.5
Ben Howard,In Dreams,2020-10-01,0.49
The Deep Dark Woods,Drifting on a Summer's Night,2020-10-01,0.77
Dermot Kennedy,Glory,2020-10-01,3.7
Twin Caverns,Swell,2020-10-01,2.16
Puzzle Muteson,By Night,2020-10-01,3.64
Father John Misty,O I Long to Feel Your Arms Around Me,2020-10-01,2.39
Tash Sultana,Notion,2020-10-01,5.68
Liz Longley,Rescue My Heart,2020-10-01,1.02
Vera Sola,The Cage,2020-10-01,1.57
Brooke Annibale,Hold On,2020-10-01,0.22
Kevin Garrett,Little Bit of You,2020-10-01,4.57
Lights,Up We Go,2020-10-01,0.9
Marian Hill,Down,2020-10-01,3.3
luhx.,Poison.,2020-10-01,0.6
Phosphorescent,Song For Zula,2020-10-01,0.64
Fink,Looking Too Closely,2020-10-01,5.18
Lisa Hannigan,Undertow,2020-10-01,0.31
Gary Clark Jr.,Honest I Do - Live,2020-10-01,0.23
Jukebox The Ghost,Show Me Where It Hurts - Solo Piano Version,2020-10-01,3.27
Watsky,Don't Be Nice,2020-10-01,3.3
KALEO,Way down We Go - Recorded at Spotify Studios NYC,2020-10-01,3.22
Orangutang,Bella,2020-10-01,1.24
El Perro del Mar,Fight For Life,2020-10-01,0.27
Julien Baker,Go Home,2020-10-01,5.08
Hailaker,Not Much,2020-10-01,0.52
Fountains Of Wayne,Hey Julie,2020-10-01,2.62
Jack Johnson,"Sitting, Waiting, Wishing",2020-10-01,3.06
Eagle-Eye Cherry,Save Tonight,2020-10-01,3.99
Eagle-Eye Cherry,Are You Still Having Fun?,2020-10-01,3.2
Counting Crows,Big Yellow Taxi,2020-10-01,0.41
Watsky,Don't Be Nice,2020-10-01,3.3
Gregory Alan Isakov,Fire Escape,2020-10-01,1.54
The Strumbellas,Young & Wild,2020-10-01,4.33
The Strumbellas,Young & Wild,2020-11-01,0.04
Ryan Cabrera,I Will Remember You,2020-11-01,0.22
Eagle-Eye Cherry,Save Tonight,2020-11-01,3.99
David Gray,This Year's Love,2020-11-01,1.73
Fear of Men,Sane,2020-11-01,4.7
RY X,Deliverance,2020-11-01,3.84
Joshua Burnside,And You Evade Him/Born in the Blood,2020-11-01,0.49
Daughter,Smother,2020-11-01,4.01
Samantha Crain,Joey,2020-11-01,4.68
Agnes Obel,Riverside,2020-11-01,3.84
In The Valley Below,Hymnal,2020-11-01,4.45
Marika Hackman,Deep Green,2020-11-01,3.6
CLOVES,Don't Forget About Me,2020-11-01,4.48
Broods,Sleep Baby Sleep,2020-11-01,3
London Grammar,Hey Now,2020-11-01,3.45
Adna,Beautiful Hell,2020-11-01,2.94
Hozier,Arsonist's Lullabye,2020-11-01,4.44
SOAK,B a noBody,2020-11-01,4.8
Monica Heldal,Swan,2020-11-01,5.48
Wickerbird,The Fold,2020-11-01,3.61
Jill Andrews,Lost It All,2020-11-01,3.73
Apparat,Goodbye (with Soap & Skin),2020-11-01,4.49
BANKS,Waiting Game,2020-11-01,3.46
Tusks,Toronto,2020-11-01,3.33
London Grammar,Wasting My Young Years,2020-11-01,3.4
The National,The System Only Dreams in Total Darkness,2020-11-01,3.95
The Deep Dark Woods,Drifting on a Summer's Night,2020-11-01,2.01
The Deep Dark Woods,Drifting on a Summer's Night,2020-11-01,0.91
Ben Howard,In Dreams,2020-11-01,3.56
Dermot Kennedy,Glory,2020-11-01,3.7
Twin Caverns,Swell,2020-11-01,4.06
Jukebox The Ghost,Jumpstarted,2020-11-01,4.38
Of Monsters and Men,We Sink,2020-11-01,4.36
The Strumbellas,Young & Wild,2020-11-01,4.47
Wolf Gang,Lay Your Love Down - Single Version,2020-11-01,3.81
Dan & Drum,Lil Bops,2020-11-01,3.15
The Lumineers,My Eyes,2020-11-01,3.61
Oh Wonder,Drive,2020-11-01,3.27
Jukebox The Ghost,Undeniable You,2020-11-01,3.35
Tim Atlas,Ten Goodbyes,2020-11-01,2.78
Nothing But Thieves,Real Love Song (with Bucharest Symphony Orchestra),2020-11-01,3.62
Watsky,Talking to Myself,2020-11-01,3.68
Judah & the Lion,Green Eyes,2020-11-01,4.79
Wilco,You and I,2020-11-01,3.42
Plants and Animals,Lightshow,2020-11-01,3.59
Bahamas,Way With Words,2020-11-01,4.35
Weezer,Wind in Our Sail,2020-11-01,2.9
Fuller,Favorite Poison,2020-11-01,3.2
Eisley,Wonder English,2020-11-01,3.51
Young the Giant,Superposition,2020-11-01,3.77
Future Generations,You've Got Me Flush,2020-11-01,4.5
Jack Garratt,Surprise Yourself,2020-11-01,2.07
Lord Huron,The Night We Met,2020-11-01,3.47
Phoebe Bridgers,Punisher,2020-11-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-11-01,2.2
Lord Huron,The Night We Met,2020-11-01,3.47
Phoebe Bridgers,Punisher,2020-11-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-11-01,0.84
The National,I Need My Girl,2020-11-01,4.09
Puzzle Muteson,By Night,2020-11-01,1.24
Tuvaband,(It's Not About) Running,2020-11-01,4.11
Gregory Alan Isakov,Fire Escape,2020-11-01,1.54
Juliana Daugherty,Sweetheart,2020-11-01,3.56
Of Monsters and Men,Crystals,2020-11-01,4.06
Jukebox The Ghost,Show Me Where It Hurts - Solo Piano Version,2020-11-01,3.27
Eisley,Wicked Child - Ft. Merriment,2020-11-01,4.92
Fractures,Won't Win,2020-11-01,4.29
Conner Youngblood,Australia,2020-11-01,5.14
Milky Chance,Doing Good,2020-11-01,4.18
alt-J,"Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY",2020-11-01,2.4
Bad Suns,I'm Not Having Any Fun,2020-11-01,1.72
Weezer,Thank God for Girls,2020-11-01,3.5
Of Monsters and Men,Empire,2020-11-01,0.03
Watsky,Don't Be Nice,2020-11-01,1.52
Clans,Alibi,2020-11-01,3.25
Jukebox The Ghost,Stay the Night,2020-11-01,1.91
Julien Baker,Appointments,2020-11-01,4.56
The National,About Today,2020-11-01,4.18
Mark Kozelek,You Missed My Heart,2020-11-01,6.19
Phoebe Bridgers,Demi Moore,2020-11-01,3.31
Bon Iver,10 d E A T h b R E a s T ⚄ ⚄ - Extended Version,2020-11-01,2.97
Vera Sola,"Loving, Loving",2020-11-01,3.34
Black Bear,Black Bear,2020-11-01,4.49
Jealous of the Birds,Tonight I Feel Like Kafka,2020-11-01,3.15
Fear of Men,Sane,2020-11-01,3.98
Hamilton Leithauser,In a Black Out,2020-11-01,3.28
Sufjan Stevens,Death with Dignity,2020-11-01,3.99
Marika Hackman,Deep Green,2020-11-01,3.6
Foxing,The Medic,2020-11-01,1.16
Weezer,Hash Pipe,2020-11-01,0.08
Bear's Den,"Christmas, Hopefully",2020-11-01,1.48
Bobby Helms,Jingle Bell Rock,2020-11-01,2.18
Brenda Lee,Rockin' Around The Christmas Tree,2020-11-01,2.1
Wham!,Last Christmas,2020-11-01,4.38
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2020-11-01,1.95
Andy Williams,It's the Most Wonderful Time of the Year,2020-11-01,2.53
Michael Bublé,It's Beginning to Look a Lot like Christmas,2020-11-01,3.44
Kelly Clarkson,Underneath the Tree,2020-11-01,3.83
Mariah Carey,All I Want for Christmas Is You,2020-11-01,4.02
Ariana Grande,Santa Tell Me,2020-11-01,1.67
Lord Huron,The Night We Met,2020-12-01,3.47
Phoebe Bridgers,Punisher,2020-12-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-12-01,4.49
The National,I Need My Girl,2020-12-01,4.09
The National,I Need My Girl,2020-12-01,0.02
The National,I Need My Girl,2020-12-01,4.08
Puzzle Muteson,By Night,2020-12-01,3.64
Joshua Burnside,And You Evade Him/Born in the Blood,2020-12-01,0.78
Daughter,Smother,2020-12-01,4
Agnes Obel,Riverside,2020-12-01,3.83
CLOVES,Don't Forget About Me,2020-12-01,4.48
SOAK,B a noBody,2020-12-01,4.8
London Grammar,Wasting My Young Years,2020-12-01,3.4
Fear of Men,Sane,2020-12-01,4.7
RY X,Deliverance,2020-12-01,2.94
In The Valley Below,Hymnal,2020-12-01,0.04
Samantha Crain,Joey,2020-12-01,4.66
Samantha Crain,Joey,2020-12-01,4.67
Samantha Crain,Pastime,2020-12-01,0.6
Run River North,Mr. Brightside,2020-12-01,0.44
Run River North,Mr. Brightside,2020-12-01,4.53
Run River North,Spiders,2020-12-01,3.3
Run River North,29,2020-12-01,3.45
Run River North,Wake Up,2020-12-01,3.18
Run River North,Growing Up,2020-12-01,4.06
Run River North,Run or Hide,2020-12-01,3.6
Run River North,Lonely Weather,2020-12-01,3.16
Run River North,Monsters,2020-12-01,2.87
Run River North,Monsters Calling Home,2020-12-01,4.18
Run River North,Hummingbird,2020-12-01,2.87
Run River North,Rearview - SAD Takes,2020-12-01,3.07
Run River North,OKAY COOL - SAD Takes,2020-12-01,3.14
Run River North,I'm Amazing - SAD Takes,2020-12-01,2.81
Run River North,Casina - SAD Takes,2020-12-01,3.42
Run River North,Hands Up - SAD Takes,2020-12-01,3.59
Run River North,40g - SAD Takes,2020-12-01,3.58
Run River North,Monsters - SAD Takes,2020-12-01,2.93
Run River North,The Only One,2020-12-01,3.32
In The Valley Below,Hymnal,2020-12-01,4.45
Marika Hackman,Deep Green,2020-12-01,3.59
Broods,Sleep Baby Sleep,2020-12-01,3
London Grammar,Hey Now,2020-12-01,3.45
Adna,Beautiful Hell,2020-12-01,2.93
Hozier,Arsonist's Lullabye,2020-12-01,4.44
Monica Heldal,Swan,2020-12-01,5.47
Wickerbird,The Fold,2020-12-01,1.38
KALEO,I Can't Go on Without You,2020-12-01,6.28
Ben Howard,In Dreams,2020-12-01,3.55
Liz Longley,Torture,2020-12-01,3.05
Hozier,It Will Come Back,2020-12-01,0.45
Mick Flannery,Light a Fire,2020-12-01,3.46
Colter Wall,Sleeping on the Blacktop,2020-12-01,3.21
Rayland Baxter,Bad Things,2020-12-01,5.23
James Vincent McMorrow,"Wicked Game - Live at Killkenny Arts Festival, Ireland/2011",2020-12-01,4.53
Damien Rice,Volcano,2020-12-01,4.64
Anderson East,All On My Mind - Single Version,2020-12-01,3.7
Dermot Kennedy,Power Over Me - Acoustic,2020-12-01,3.33
Wyvern Lingo,Used,2020-12-01,4.21
Damien Rice,Woman Like a Man - Live Radio Session,2020-12-01,4.73
Bishop Briggs,River,2020-12-01,3.6
The Woodlands,Making Love on the Mountain - Sexy Mix,2020-12-01,3.97
Puzzle Muteson,By Night,2020-12-01,3.64
Nikolaj Grandjean,Uncuff Me,2020-12-01,3.77
Ciaran Lavery,Lovers Who Make Love,2020-12-01,3.64
Ray LaMontagne,Burn,2020-12-01,2.86
Seinabo Sey,Hard Time,2020-12-01,3.48
Laura Marling,Master Hunter,2020-12-01,3.27
The Weather Station,Thirty,2020-12-01,3.67
Hozier,NFWMB,2020-12-01,0.85
Death Cab for Cutie,No Room in Frame,2020-12-01,4.09
Death Cab for Cutie,Black Sun,2020-12-01,4.82
Death Cab for Cutie,The Ghosts of Beverly Drive,2020-12-01,4.05
Death Cab for Cutie,Little Wanderer,2020-12-01,4.3
Death Cab for Cutie,You've Haunted Me All My Life,2020-12-01,4.12
Death Cab for Cutie,Hold No Guns,2020-12-01,3.04
Death Cab for Cutie,Everything's a Ceiling,2020-12-01,3.66
Death Cab for Cutie,Good Help (Is So Hard to Find),2020-12-01,4.76
Death Cab for Cutie,El Dorado,2020-12-01,0.94
Run River North,Spiders,2020-12-01,0.09
Run River North,Mr. Brightside,2020-12-01,4.53
EXES,Don't Wait,2020-12-01,3.89
Amy Shark,All the Lies About Me,2020-12-01,2.95
Jack Johnson,The Captain Is Drunk,2020-12-01,3.11
The Juliana Theory,Can't Go Home,2020-12-01,3.59
The Juliana Theory,This Is a Lovesong...for the Loveless,2020-12-01,3.61
The Juliana Theory,We Make the Road by Walking,2020-12-01,3.87
The Juliana Theory,Shotgun Serenade,2020-12-01,1.18
gnash,forgive,2020-12-01,2.71
Run River North,Wake Up,2020-12-01,3.18
Sufjan Stevens,The Predatory Wasp of The Palisades Is Out To Get Us,2020-12-01,2.62
Sufjan Stevens,Silent Night,2020-12-01,0.74
Sufjan Stevens,O Come O Come Emmanuel,2020-12-01,4
Sufjan Stevens,We're Goin' To the Country!,2020-12-01,0.6
The Decemberists,Sons & Daughters,2020-12-01,5.22
The Decemberists,The Crane Wife 3,2020-12-01,4.3
Jukebox The Ghost,Time And I - Acoustic,2020-12-01,3.12
Smallpools,Million Bucks,2020-12-01,4
Jukebox The Ghost,Jumpstarted,2020-12-01,4.38
Young the Giant,Superposition,2020-12-01,3.77
Big Red Machine,Gratitude,2020-12-01,5.94
The New Pornographers,Challengers,2020-12-01,3.52
The Shins,A Comet Appears,2020-12-01,2.49
The Postal Service,Such Great Heights - Remastered,2020-12-01,4.44
The Postal Service,The District Sleeps Alone Tonight - Remastered,2020-12-01,4.73
The Postal Service,Sleeping In - Remastered,2020-12-01,4.35
The Postal Service,We Will Become Silhouettes - Remastered,2020-12-01,5
The Postal Service,Nothing Better,2020-12-01,3.78
The Postal Service,Brand New Colony - Remastered,2020-12-01,4.21
The Postal Service,Clark Gable - Remastered,2020-12-01,4.9
Lord Huron,The Night We Met,2020-12-01,3.47
Phoebe Bridgers,Punisher,2020-12-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-12-01,4.49
The National,I Need My Girl,2020-12-01,0.64
Rainbow Kitten Surprise,Devil Like Me,2020-12-01,3.14
The Deep Dark Woods,The Place I Left Behind,2020-12-01,4.08
Lord Huron,The Night We Met,2020-12-01,3.47
Phoebe Bridgers,Punisher,2020-12-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-12-01,4.49
Mariah Carey,All I Want for Christmas Is You,2020-12-01,0.04
Bobby Helms,Jingle Bell Rock,2020-12-01,2.18
Michael Bublé,It's Beginning to Look a Lot like Christmas,2020-12-01,3.44
Wham!,Last Christmas,2020-12-01,4.38
Kelly Clarkson,Underneath the Tree,2020-12-01,3.83
Ariana Grande,Santa Tell Me,2020-12-01,3.4
Andy Williams,It's the Most Wonderful Time of the Year,2020-12-01,2.53
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2020-12-01,1.95
The Ronettes,Sleigh Ride,2020-12-01,3.02
Brenda Lee,Rockin' Around The Christmas Tree,2020-12-01,2.1
Helene Fischer,Santa Baby,2020-12-01,3.55
Sia,Santa's Coming for Us,2020-12-01,3.42
Tony Bennett,Winter Wonderland,2020-12-01,2.23
Stevie Wonder,What Christmas Means To Me,2020-12-01,2.47
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,2020-12-01,3.79
Jonas Brothers,Like It's Christmas,2020-12-01,3.35
Sheffield,You and Me and Christmastime,2020-12-01,3.23
Shakin' Stevens,Merry Christmas Everyone,2020-12-01,3.67
Mariah Carey,Silent Night,2020-12-01,3.65
Pentatonix,Amazing Grace (My Chains Are Gone),2020-12-01,4.42
Christina Aguilera,This Christmas,2020-12-01,0.9
Liam Payne,All I Want (For Christmas),2020-12-01,0.04
Darlene Love,Christmas (Baby Please Come Home),2020-12-01,2.77
Jonas Brothers,I Need You Christmas,2020-12-01,3.43
Elvis Presley,Blue Christmas,2020-12-01,2.15
Chris Rea,Driving Home for Christmas,2020-12-01,4
Nina Nesbitt,"Oh Holy Night - Recorded at Metropolis Studios, London",2020-12-01,3.8
Train,Shake Up Christmas,2020-12-01,3.87
Bing Crosby,White Christmas,2020-12-01,2.96
Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),2020-12-01,3.59
Bing Crosby,It's Beginning To Look A Lot Like Christmas,2020-12-01,2.77
Hannah Kerr,Winter Wonderland,2020-12-01,2.63
*NSYNC,"Merry Christmas, Happy Holidays",2020-12-01,4.26
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2020-12-01,2.6
Meghan Trainor,"Holidays (feat. Earth, Wind & Fire)",2020-12-01,2.76
Andreas Weise,Before Christmas,2020-12-01,3.61
Michael Bublé,Holly Jolly Christmas,2020-12-01,2
José Feliciano,Feliz Navidad,2020-12-01,3.03
Nat King Cole,Joy To The World,2020-12-01,1.42
Queen,Thank God It's Christmas - 2011 Remaster,2020-12-01,4.36
Sam Smith,Have Yourself A Merry Little Christmas,2020-12-01,2.85
Nat King Cole,The Christmas Song (Merry Christmas To You),2020-12-01,3.2
Band Aid,Do They Know It's Christmas? - 1984 Version,2020-12-01,3.71
Alessia Cara,Make It To Christmas,2020-12-01,3.52
Elton John,Step Into Christmas,2020-12-01,4.54
Meghan Trainor,My Kind Of Present,2020-12-01,2.68
Leona Lewis,One More Sleep,2020-12-01,2.34
Joy Williams,Front Porch,2020-12-01,3.86
Gregory Alan Isakov,"If I Go, I'm Goin",2020-12-01,4.45
Donovan Woods,"Portland, Maine",2020-12-01,3.4
The Staves,Nothing's Gonna Happen (Demo),2020-12-01,3.94
Dead Horses,Turntable,2020-12-01,3.27
The Brother Brothers,Siren Song,2020-12-01,3.06
Humbird,Pharmakon,2020-12-01,2.59
Meadows,The Only Boy Awake,2020-12-01,2.72
Shannon Lay,Recording 15,2020-12-01,4.03
Hozier,Shrike,2020-12-01,4.79
Nick Mulvey,April,2020-12-01,4.15
Gem Club,Twins,2020-12-01,4.33
NIGHT FLIGHT,Departure,2020-12-01,4.12
Bandit,Where Is My Mind,2020-12-01,3.32
Andy Shauf,I'm Not Falling Asleep,2020-12-01,2.91
The Careful Ones,Paper Knees,2020-12-01,4.16
One Two,Bitter and Sick,2020-12-01,3.1
Jack in Water,Epicurists,2020-12-01,4.09
Margaret Glaspy,You're Smiling (But I Don't Believe You),2020-12-01,3.55
The World Is A Beautiful Place & I Am No Longer Afraid To Die,You Can't Live There Forever,2020-12-01,4.03
Big Thief,Paul,2020-12-01,3.06
Max Jury,Great American Novel,2020-12-01,3.93
Escondido,Try,2020-12-01,3.63
isaac gracie,all the burning lovers - demo,2020-12-01,4.83
Rogue Wave,Memento Mori,2020-12-01,5.24
Sharon Van Etten,Every Time the Sun Comes Up,2020-12-01,4.37
Ciaran Lavery,Lovers Who Make Love,2020-12-01,0.29
Land of Talk,It's Okay,2020-12-01,2.84
Land of Talk,It's Okay,2020-12-01,4.9
Hazel English,I'm Fine,2020-12-01,3.31
Tom Rosenthal,All of Them Dreams,2020-12-01,2.53
Nathaniel Rateliff,Still Trying,2020-12-01,4.16
Pavvla,Planets and Stars,2020-12-01,3.04
Dan Croll,Sweet Disarray,2020-12-01,3.42
HAIM,Night So Long,2020-12-01,3.07
Bjéar,Firefall,2020-12-01,5.98
The Wild Reeds,Let No Grief,2020-12-01,5.34
Lena Fayre,Every Man Is a Warrior,2020-12-01,3.27
EL VY,No Time to Crank the Sun,2020-12-01,5.21
Tired Pony,Get on the Road,2020-12-01,4.87
Kevin Reilly,Appalachian Moon,2020-12-01,3.2
Flyte,"Archie, Marry Me",2020-12-01,2.49
Nick Mulvey,April,2020-12-01,4.15
Gem Club,Twins,2020-12-01,4.33
NIGHT FLIGHT,Departure,2020-12-01,2.85
KALEO,I Can't Go on Without You,2020-12-01,6.28
The Woodlands,Making Love on the Mountain - Sexy Mix,2020-12-01,3.97
The Civil Wars,Devil's Backbone,2020-12-01,2.49
Wyvern Lingo,Used,2020-12-01,1.94
Ciaran Lavery,Lovers Who Make Love,2020-12-01,0.04
Joan Shelley,I Got What I Wanted,2020-12-01,3.11
Seinabo Sey,Hard Time,2020-12-01,0.63
Father John Misty,Chateau Lobby #4 (in C for Two Virgins),2020-12-01,0.69
Lord Huron,The Night We Met,2020-12-01,0.37
Lord Huron,La Belle Fleur Sauvage,2020-12-01,5.69
Lord Huron,Son of a Gun,2020-12-01,0.13
Lord Huron,Mighty,2020-12-01,6.19
Lord Huron,The Night We Met,2020-12-01,3.47
Phoebe Bridgers,Punisher,2020-12-01,3.16
Apparat,Goodbye (with Soap & Skin),2020-12-01,4.49
The National,I Need My Girl,2020-12-01,4.09
Puzzle Muteson,By Night,2020-12-01,3.64
Joshua Burnside,And You Evade Him/Born in the Blood,2020-12-01,4.32
Two Feet,Go Fuck Yourself,2020-12-01,1.22
Slothrust,Some Kind of Cowgirl,2020-12-01,4.73
Mainland,I Found God,2020-12-01,3.83
Taylor Swift,Dress,2020-12-01,0.11
Joshua Burnside,And You Evade Him/Born in the Blood,2020-12-01,0.05
Daughter,Smother,2020-12-01,4.01
Agnes Obel,Riverside,2020-12-01,3.84
CLOVES,Don't Forget About Me,2020-12-01,4.48
SOAK,B a noBody,2020-12-01,4.8
London Grammar,Wasting My Young Years,2020-12-01,3.4
Fear of Men,Sane,2020-12-01,4.7
RY X,Deliverance,2020-12-01,3.84
Taylor Swift,willow,2020-12-01,3.58
Taylor Swift,champagne problems,2020-12-01,4.06
Taylor Swift,gold rush,2020-12-01,2.9
Taylor Swift,gold rush,2020-12-01,3.09
Taylor Swift,‘tis the damn season,2020-12-01,3.83
Taylor Swift,tolerate it,2020-12-01,2.4
Taylor Swift,tolerate it,2020-12-01,1.69
Taylor Swift,"no body, no crime (feat. HAIM)",2020-12-01,3.59
Taylor Swift,happiness,2020-12-01,0.51
Taylor Swift,happiness,2020-12-01,5.25
Taylor Swift,dorothea,2020-12-01,3.76
Taylor Swift,coney island (feat. The National),2020-12-01,4.59
Taylor Swift,ivy,2020-12-01,4.33
Taylor Swift,cowboy like me,2020-12-01,4.58
Taylor Swift,long story short,2020-12-01,3.59
Taylor Swift,marjorie,2020-12-01,4.29
Ariana Grande,Santa Tell Me,2020-12-01,0.14
Ariana Grande,Santa Tell Me,2020-12-01,3.27
Band Aid 30,Do They Know It's Christmas? - 2014,2020-12-01,3.82
Miley Cyrus,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),2020-12-01,3.68
Meghan Trainor,I'll Be Home,2020-12-01,3.66
Michael Bublé,Holly Jolly Christmas,2020-12-01,2
Sia,Underneath the Mistletoe,2020-12-01,3.84
Sia,Ho Ho Ho,2020-12-01,3.43
Kelly Clarkson,My Favorite Things,2020-12-01,2.82
Kelly Clarkson,Christmas Eve - Recorded at Spotify Studios NYC,2020-12-01,2.94
Savannah Sgro,I Hate the Holidays,2020-12-01,2.7
FINNEAS,Another Year,2020-12-01,4.28
Tori Kelly,Angels We Have Heard On High - Recorded At Electric Lady Studios NYC,2020-12-01,2.98
